article_id,date,total_quantity
PH204,2023-07-13,3
PH210,2023-07-13,4
PH212,2023-07-13,3
PH217,2023-07-13,3
PH220,2023-07-13,7
PH234,2023-07-13,13
ART001,2023-07-14,20
ART002,2023-07-14,44
ART003,2023-07-14,31
ART004,2023-07-14,75
ART005,2023-07-14,20
ART010,2023-07-14,5
ART011,2023-07-14,4
ART013,2023-07-14,14
ART018,2023-07-14,5
ART020,2023-07-14,1
ART021,2023-07-14,2
ART026,2023-07-14,9
ART034,2023-07-14,13
MED002,2023-07-14,23
MED003,2023-07-14,34
MED004,2023-07-14,29
MED005,2023-07-14,21
MED006,2023-07-14,50
MED007,2023-07-14,7
MED008,2023-07-14,12
MED010,2023-07-14,17
MED011,2023-07-14,38
MED014,2023-07-14,20
MED018,2023-07-14,6
MED019,2023-07-14,15
MED020,2023-07-14,9
MED023,2023-07-14,21
MED024,2023-07-14,17
MED025,2023-07-14,7
MED026,2023-07-14,13
MED032,2023-07-14,8
MED035,2023-07-14,1
PH201,2023-07-14,45
PH202,2023-07-14,18
PH203,2023-07-14,23
PH204,2023-07-14,12
PH206,2023-07-14,34
PH207,2023-07-14,7
PH208,2023-07-14,16
PH221,2023-07-14,6
PH234,2023-07-14,31
ART001,2023-07-15,11
ART003,2023-07-15,18
ART004,2023-07-15,16
ART005,2023-07-15,13
ART006,2023-07-15,4
ART007,2023-07-15,3
ART009,2023-07-15,4
ART012,2023-07-15,13
ART015,2023-07-15,1
ART016,2023-07-15,1
ART017,2023-07-15,2
ART018,2023-07-15,1
ART019,2023-07-15,3
ART022,2023-07-15,1
ART035,2023-07-15,1
MED002,2023-07-15,22
MED003,2023-07-15,21
MED004,2023-07-15,12
MED005,2023-07-15,40
MED006,2023-07-15,30
MED007,2023-07-15,22
MED008,2023-07-15,12
MED010,2023-07-15,32
MED011,2023-07-15,42
MED012,2023-07-15,34
MED013,2023-07-15,13
MED014,2023-07-15,5
MED015,2023-07-15,24
MED016,2023-07-15,7
MED018,2023-07-15,6
MED020,2023-07-15,16
MED021,2023-07-15,7
MED022,2023-07-15,7
MED026,2023-07-15,7
MED040,2023-07-15,1
PH202,2023-07-15,31
PH203,2023-07-15,13
PH205,2023-07-15,23
PH206,2023-07-15,9
PH207,2023-07-15,13
PH208,2023-07-15,16
PH217,2023-07-15,62
PH220,2023-07-15,1
PH234,2023-07-15,20
ART001,2023-07-16,7
ART003,2023-07-16,14
ART006,2023-07-16,3
ART010,2023-07-16,2
ART012,2023-07-16,4
ART013,2023-07-16,6
ART014,2023-07-16,4
ART015,2023-07-16,6
ART019,2023-07-16,2
ART022,2023-07-16,1
ART023,2023-07-16,1
ART024,2023-07-16,1
MED002,2023-07-16,29
MED003,2023-07-16,29
MED004,2023-07-16,9
MED005,2023-07-16,32
MED006,2023-07-16,24
MED007,2023-07-16,13
MED008,2023-07-16,5
MED009,2023-07-16,37
MED010,2023-07-16,18
MED011,2023-07-16,16
MED013,2023-07-16,11
MED014,2023-07-16,14
MED020,2023-07-16,7
MED023,2023-07-16,10
MED024,2023-07-16,11
MED025,2023-07-16,7
MED026,2023-07-16,1
MED029,2023-07-16,3
PH201,2023-07-16,22
PH202,2023-07-16,32
PH204,2023-07-16,5
PH205,2023-07-16,11
PH206,2023-07-16,19
PH208,2023-07-16,8
PH209,2023-07-16,5
PH212,2023-07-16,7
PH214,2023-07-16,1
PH217,2023-07-16,1
PH221,2023-07-16,6
PH222,2023-07-16,2
PH223,2023-07-16,6
ART001,2023-07-17,25
ART002,2023-07-17,43
ART003,2023-07-17,57
ART004,2023-07-17,79
ART005,2023-07-17,22
ART006,2023-07-17,9
ART007,2023-07-17,10
ART008,2023-07-17,15
ART009,2023-07-17,22
ART010,2023-07-17,5
ART011,2023-07-17,5
ART014,2023-07-17,27
ART016,2023-07-17,4
ART020,2023-07-17,6
ART023,2023-07-17,4
ART026,2023-07-17,17
ART030,2023-07-17,2
MED001,2023-07-17,37
MED002,2023-07-17,20
MED003,2023-07-17,32
MED005,2023-07-17,20
MED006,2023-07-17,39
MED007,2023-07-17,29
MED008,2023-07-17,14
MED009,2023-07-17,55
MED010,2023-07-17,23
MED011,2023-07-17,62
MED012,2023-07-17,22
MED013,2023-07-17,5
MED015,2023-07-17,25
MED016,2023-07-17,6
MED017,2023-07-17,11
MED019,2023-07-17,24
MED020,2023-07-17,9
MED022,2023-07-17,7
MED023,2023-07-17,24
MED024,2023-07-17,31
MED025,2023-07-17,9
MED026,2023-07-17,21
MED031,2023-07-17,9
PH201,2023-07-17,9
PH203,2023-07-17,34
PH205,2023-07-17,24
PH206,2023-07-17,25
PH208,2023-07-17,16
PH221,2023-07-17,16
PH234,2023-07-17,24
ART001,2023-07-18,24
ART002,2023-07-18,42
ART003,2023-07-18,36
ART004,2023-07-18,48
ART005,2023-07-18,19
ART006,2023-07-18,21
ART007,2023-07-18,13
ART009,2023-07-18,17
ART010,2023-07-18,8
ART013,2023-07-18,19
ART015,2023-07-18,14
ART026,2023-07-18,2
MED001,2023-07-18,30
MED002,2023-07-18,11
MED003,2023-07-18,30
MED004,2023-07-18,21
MED005,2023-07-18,47
MED007,2023-07-18,34
MED009,2023-07-18,31
MED010,2023-07-18,28
MED011,2023-07-18,24
MED012,2023-07-18,21
MED014,2023-07-18,32
MED015,2023-07-18,19
MED016,2023-07-18,11
MED018,2023-07-18,7
MED019,2023-07-18,15
MED020,2023-07-18,4
MED024,2023-07-18,12
MED025,2023-07-18,9
MED026,2023-07-18,10
MED038,2023-07-18,1
PH201,2023-07-18,19
PH202,2023-07-18,19
PH203,2023-07-18,12
PH204,2023-07-18,3
PH205,2023-07-18,18
PH209,2023-07-18,7
PH217,2023-07-18,4
PH221,2023-07-18,1
PH222,2023-07-18,2
PH224,2023-07-18,12
PH234,2023-07-18,42
ART001,2023-07-19,19
ART003,2023-07-19,42
ART004,2023-07-19,52
ART005,2023-07-19,26
ART006,2023-07-19,8
ART007,2023-07-19,13
ART008,2023-07-19,26
ART009,2023-07-19,11
ART010,2023-07-19,8
ART012,2023-07-19,12
ART013,2023-07-19,6
ART014,2023-07-19,12
ART016,2023-07-19,4
ART018,2023-07-19,15
ART026,2023-07-19,2
ART034,2023-07-19,18
MED001,2023-07-19,33
MED002,2023-07-19,33
MED003,2023-07-19,29
MED004,2023-07-19,15
MED006,2023-07-19,59
MED007,2023-07-19,22
MED008,2023-07-19,12
MED009,2023-07-19,34
MED010,2023-07-19,24
MED011,2023-07-19,41
MED014,2023-07-19,19
MED018,2023-07-19,5
MED019,2023-07-19,10
MED020,2023-07-19,7
MED021,2023-07-19,7
MED022,2023-07-19,13
MED023,2023-07-19,15
MED026,2023-07-19,5
MED028,2023-07-19,1
MED029,2023-07-19,4
MED031,2023-07-19,2
PH201,2023-07-19,23
PH202,2023-07-19,21
PH203,2023-07-19,27
PH205,2023-07-19,8
PH206,2023-07-19,10
PH209,2023-07-19,11
PH213,2023-07-19,2
PH221,2023-07-19,2
PH224,2023-07-19,1
PH234,2023-07-19,24
ART001,2023-07-20,37
ART002,2023-07-20,25
ART003,2023-07-20,46
ART005,2023-07-20,42
ART006,2023-07-20,15
ART007,2023-07-20,11
ART008,2023-07-20,14
ART009,2023-07-20,11
ART011,2023-07-20,11
ART012,2023-07-20,16
ART013,2023-07-20,18
ART014,2023-07-20,5
ART018,2023-07-20,8
MED001,2023-07-20,26
MED002,2023-07-20,25
MED003,2023-07-20,35
MED005,2023-07-20,23
MED006,2023-07-20,27
MED008,2023-07-20,19
MED009,2023-07-20,41
MED010,2023-07-20,32
MED012,2023-07-20,31
MED014,2023-07-20,35
MED016,2023-07-20,14
MED017,2023-07-20,23
MED020,2023-07-20,5
MED023,2023-07-20,11
MED024,2023-07-20,8
MED026,2023-07-20,5
MED031,2023-07-20,6
MED040,2023-07-20,1
PH201,2023-07-20,28
PH207,2023-07-20,22
PH208,2023-07-20,13
PH210,2023-07-20,6
PH211,2023-07-20,4
PH221,2023-07-20,22
PH222,2023-07-20,2
PH234,2023-07-20,17
ART003,2023-07-21,39
ART004,2023-07-21,40
ART005,2023-07-21,34
ART006,2023-07-21,7
ART008,2023-07-21,17
ART012,2023-07-21,15
ART013,2023-07-21,20
ART014,2023-07-21,10
ART019,2023-07-21,1
ART022,2023-07-21,1
ART023,2023-07-21,4
ART024,2023-07-21,1
ART025,2023-07-21,6
ART026,2023-07-21,3
MED001,2023-07-21,32
MED002,2023-07-21,31
MED003,2023-07-21,13
MED004,2023-07-21,14
MED005,2023-07-21,45
MED006,2023-07-21,32
MED007,2023-07-21,5
MED008,2023-07-21,16
MED010,2023-07-21,28
MED011,2023-07-21,43
MED012,2023-07-21,40
MED013,2023-07-21,11
MED014,2023-07-21,26
MED016,2023-07-21,18
MED019,2023-07-21,17
MED020,2023-07-21,4
MED021,2023-07-21,9
MED025,2023-07-21,9
MED026,2023-07-21,8
MED030,2023-07-21,3
MED036,2023-07-21,1
PH201,2023-07-21,28
PH205,2023-07-21,9
PH207,2023-07-21,6
PH208,2023-07-21,13
PH214,2023-07-21,3
PH224,2023-07-21,4
PH234,2023-07-21,18
ART001,2023-07-22,12
ART003,2023-07-22,19
ART004,2023-07-22,27
ART005,2023-07-22,11
ART007,2023-07-22,3
ART008,2023-07-22,2
ART009,2023-07-22,4
ART010,2023-07-22,5
ART012,2023-07-22,11
ART014,2023-07-22,3
ART015,2023-07-22,2
ART019,2023-07-22,4
ART020,2023-07-22,1
ART021,2023-07-22,1
MED001,2023-07-22,29
MED002,2023-07-22,20
MED003,2023-07-22,30
MED005,2023-07-22,23
MED006,2023-07-22,35
MED008,2023-07-22,12
MED010,2023-07-22,22
MED011,2023-07-22,20
MED012,2023-07-22,33
MED013,2023-07-22,3
MED014,2023-07-22,15
MED015,2023-07-22,15
MED016,2023-07-22,5
MED020,2023-07-22,1
MED021,2023-07-22,11
MED024,2023-07-22,14
MED026,2023-07-22,4
MED029,2023-07-22,2
MED032,2023-07-22,15
MED034,2023-07-22,2
MED035,2023-07-22,2
PH201,2023-07-22,40
PH202,2023-07-22,29
PH203,2023-07-22,13
PH204,2023-07-22,7
PH206,2023-07-22,16
PH208,2023-07-22,9
PH210,2023-07-22,1
PH212,2023-07-22,2
PH217,2023-07-22,2
PH234,2023-07-22,10
ART001,2023-07-23,14
ART002,2023-07-23,21
ART003,2023-07-23,9
ART005,2023-07-23,4
ART006,2023-07-23,1
ART007,2023-07-23,4
ART008,2023-07-23,7
ART009,2023-07-23,2
ART010,2023-07-23,4
ART012,2023-07-23,3
ART014,2023-07-23,8
ART018,2023-07-23,1
ART021,2023-07-23,1
ART022,2023-07-23,3
MED001,2023-07-23,22
MED002,2023-07-23,11
MED003,2023-07-23,17
MED005,2023-07-23,23
MED006,2023-07-23,19
MED009,2023-07-23,17
MED010,2023-07-23,10
MED011,2023-07-23,48
MED012,2023-07-23,27
MED013,2023-07-23,4
MED014,2023-07-23,25
MED016,2023-07-23,7
MED017,2023-07-23,12
MED018,2023-07-23,5
MED019,2023-07-23,9
MED020,2023-07-23,2
MED023,2023-07-23,20
MED025,2023-07-23,7
MED031,2023-07-23,2
MED033,2023-07-23,3
PH202,2023-07-23,49
PH203,2023-07-23,20
PH204,2023-07-23,15
PH206,2023-07-23,17
PH208,2023-07-23,11
PH220,2023-07-23,1
PH234,2023-07-23,7
ART001,2023-07-24,33
ART003,2023-07-24,42
ART004,2023-07-24,32
ART005,2023-07-24,34
ART008,2023-07-24,17
ART009,2023-07-24,12
ART011,2023-07-24,9
ART012,2023-07-24,36
ART013,2023-07-24,20
ART014,2023-07-24,8
ART015,2023-07-24,9
ART016,2023-07-24,1
ART020,2023-07-24,5
ART021,2023-07-24,2
ART033,2023-07-24,1
MED001,2023-07-24,42
MED002,2023-07-24,27
MED005,2023-07-24,24
MED007,2023-07-24,21
MED008,2023-07-24,26
MED010,2023-07-24,51
MED011,2023-07-24,49
MED012,2023-07-24,53
MED013,2023-07-24,12
MED014,2023-07-24,35
MED016,2023-07-24,18
MED017,2023-07-24,33
MED018,2023-07-24,19
MED019,2023-07-24,22
MED020,2023-07-24,9
MED021,2023-07-24,21
MED022,2023-07-24,11
MED024,2023-07-24,16
MED028,2023-07-24,1
PH201,2023-07-24,59
PH202,2023-07-24,45
PH203,2023-07-24,32
PH204,2023-07-24,4
PH206,2023-07-24,13
PH208,2023-07-24,12
PH213,2023-07-24,2
PH234,2023-07-24,22
ART001,2023-07-25,23
ART003,2023-07-25,36
ART004,2023-07-25,39
ART005,2023-07-25,20
ART006,2023-07-25,6
ART007,2023-07-25,5
ART008,2023-07-25,24
ART014,2023-07-25,23
ART021,2023-07-25,2
ART023,2023-07-25,6
ART026,2023-07-25,4
MED002,2023-07-25,29
MED004,2023-07-25,18
MED005,2023-07-25,37
MED006,2023-07-25,35
MED008,2023-07-25,10
MED009,2023-07-25,39
MED010,2023-07-25,24
MED011,2023-07-25,27
MED016,2023-07-25,7
MED018,2023-07-25,7
MED023,2023-07-25,23
MED024,2023-07-25,28
MED026,2023-07-25,11
PH202,2023-07-25,41
PH203,2023-07-25,36
PH204,2023-07-25,17
PH205,2023-07-25,14
PH210,2023-07-25,5
PH214,2023-07-25,2
PH216,2023-07-25,3
PH218,2023-07-25,1
PH221,2023-07-25,7
PH222,2023-07-25,1
PH234,2023-07-25,23
ART001,2023-07-26,7
ART002,2023-07-26,29
ART003,2023-07-26,48
ART004,2023-07-26,37
ART005,2023-07-26,25
ART006,2023-07-26,3
ART007,2023-07-26,13
ART010,2023-07-26,7
ART011,2023-07-26,10
ART012,2023-07-26,4
ART013,2023-07-26,12
ART014,2023-07-26,21
ART015,2023-07-26,6
ART016,2023-07-26,5
ART022,2023-07-26,3
ART027,2023-07-26,1
MED001,2023-07-26,24
MED002,2023-07-26,24
MED004,2023-07-26,22
MED005,2023-07-26,27
MED006,2023-07-26,41
MED007,2023-07-26,24
MED008,2023-07-26,3
MED010,2023-07-26,28
MED012,2023-07-26,29
MED016,2023-07-26,11
MED018,2023-07-26,10
MED019,2023-07-26,16
MED020,2023-07-26,7
MED025,2023-07-26,5
MED034,2023-07-26,10
MED038,2023-07-26,7
PH202,2023-07-26,27
PH204,2023-07-26,2
PH207,2023-07-26,7
PH211,2023-07-26,4
PH218,2023-07-26,1
PH234,2023-07-26,25
ART001,2023-07-27,12
ART002,2023-07-27,49
ART003,2023-07-27,43
ART004,2023-07-27,41
ART005,2023-07-27,25
ART006,2023-07-27,8
ART008,2023-07-27,10
ART010,2023-07-27,7
ART011,2023-07-27,11
ART012,2023-07-27,12
ART013,2023-07-27,20
ART014,2023-07-27,12
ART016,2023-07-27,1
ART017,2023-07-27,2
ART018,2023-07-27,13
ART025,2023-07-27,5
MED001,2023-07-27,60
MED002,2023-07-27,13
MED003,2023-07-27,44
MED004,2023-07-27,19
MED005,2023-07-27,30
MED006,2023-07-27,35
MED008,2023-07-27,11
MED010,2023-07-27,46
MED012,2023-07-27,18
MED014,2023-07-27,43
MED016,2023-07-27,11
MED018,2023-07-27,8
MED019,2023-07-27,22
MED020,2023-07-27,12
MED022,2023-07-27,9
MED026,2023-07-27,9
MED027,2023-07-27,3
MED029,2023-07-27,8
MED032,2023-07-27,5
PH201,2023-07-27,40
PH202,2023-07-27,45
PH203,2023-07-27,6
PH205,2023-07-27,12
PH206,2023-07-27,8
PH207,2023-07-27,13
PH208,2023-07-27,9
PH211,2023-07-27,7
PH218,2023-07-27,2
PH234,2023-07-27,17
ART002,2023-07-28,51
ART003,2023-07-28,37
ART004,2023-07-28,32
ART005,2023-07-28,16
ART008,2023-07-28,13
ART009,2023-07-28,6
ART011,2023-07-28,13
ART012,2023-07-28,12
ART017,2023-07-28,2
ART022,2023-07-28,1
ART026,2023-07-28,1
ART030,2023-07-28,3
MED002,2023-07-28,30
MED003,2023-07-28,30
MED004,2023-07-28,24
MED005,2023-07-28,16
MED007,2023-07-28,8
MED010,2023-07-28,29
MED011,2023-07-28,24
MED017,2023-07-28,11
MED018,2023-07-28,9
MED020,2023-07-28,4
MED022,2023-07-28,8
MED024,2023-07-28,26
MED025,2023-07-28,6
MED030,2023-07-28,8
MED032,2023-07-28,3
PH202,2023-07-28,40
PH203,2023-07-28,11
PH205,2023-07-28,8
ART001,2023-07-29,10
ART002,2023-07-29,17
ART003,2023-07-29,17
ART004,2023-07-29,24
ART005,2023-07-29,12
ART006,2023-07-29,3
ART007,2023-07-29,5
ART008,2023-07-29,6
ART009,2023-07-29,6
ART010,2023-07-29,1
ART011,2023-07-29,6
ART014,2023-07-29,4
ART017,2023-07-29,1
ART018,2023-07-29,2
ART020,2023-07-29,1
ART030,2023-07-29,1
MED002,2023-07-29,19
MED003,2023-07-29,23
MED005,2023-07-29,18
MED006,2023-07-29,15
MED007,2023-07-29,19
MED008,2023-07-29,6
MED009,2023-07-29,31
MED010,2023-07-29,24
MED011,2023-07-29,26
MED013,2023-07-29,2
MED016,2023-07-29,14
MED017,2023-07-29,14
MED018,2023-07-29,8
MED020,2023-07-29,2
MED021,2023-07-29,12
MED022,2023-07-29,3
MED024,2023-07-29,16
MED025,2023-07-29,8
MED026,2023-07-29,4
PH201,2023-07-29,33
PH202,2023-07-29,24
PH203,2023-07-29,17
PH205,2023-07-29,11
PH206,2023-07-29,22
PH209,2023-07-29,2
PH213,2023-07-29,4
PH217,2023-07-29,6
PH219,2023-07-29,4
PH220,2023-07-29,5
PH234,2023-07-29,10
ART003,2023-07-30,16
ART004,2023-07-30,13
ART005,2023-07-30,5
ART006,2023-07-30,8
ART007,2023-07-30,7
ART008,2023-07-30,2
ART009,2023-07-30,3
ART010,2023-07-30,3
ART011,2023-07-30,2
ART012,2023-07-30,12
ART013,2023-07-30,5
ART014,2023-07-30,2
ART016,2023-07-30,1
ART022,2023-07-30,1
ART035,2023-07-30,5
MED001,2023-07-30,12
MED005,2023-07-30,38
MED007,2023-07-30,11
MED008,2023-07-30,9
MED010,2023-07-30,21
MED012,2023-07-30,23
MED013,2023-07-30,7
MED014,2023-07-30,9
MED015,2023-07-30,7
MED020,2023-07-30,5
MED021,2023-07-30,11
MED023,2023-07-30,6
MED026,2023-07-30,8
MED029,2023-07-30,2
MED034,2023-07-30,1
PH201,2023-07-30,22
PH202,2023-07-30,18
PH203,2023-07-30,9
PH205,2023-07-30,3
PH206,2023-07-30,16
PH209,2023-07-30,10
PH211,2023-07-30,2
PH223,2023-07-30,5
PH234,2023-07-30,19
ART001,2023-07-31,26
ART002,2023-07-31,33
ART003,2023-07-31,37
ART004,2023-07-31,45
ART005,2023-07-31,32
ART010,2023-07-31,17
ART012,2023-07-31,17
ART013,2023-07-31,10
ART014,2023-07-31,14
ART019,2023-07-31,4
ART026,2023-07-31,6
MED001,2023-07-31,30
MED002,2023-07-31,23
MED003,2023-07-31,31
MED004,2023-07-31,31
MED005,2023-07-31,27
MED006,2023-07-31,36
MED007,2023-07-31,16
MED008,2023-07-31,19
MED010,2023-07-31,37
MED011,2023-07-31,58
MED013,2023-07-31,17
MED014,2023-07-31,33
MED017,2023-07-31,9
MED018,2023-07-31,5
MED019,2023-07-31,12
MED020,2023-07-31,7
MED021,2023-07-31,12
MED022,2023-07-31,10
MED024,2023-07-31,18
MED028,2023-07-31,1
MED033,2023-07-31,5
PH201,2023-07-31,32
PH202,2023-07-31,27
PH210,2023-07-31,3
PH211,2023-07-31,2
PH213,2023-07-31,2
PH221,2023-07-31,3
PH222,2023-07-31,7
PH234,2023-07-31,45
ART001,2023-08-01,26
ART002,2023-08-01,37
ART003,2023-08-01,63
ART004,2023-08-01,54
ART005,2023-08-01,12
ART007,2023-08-01,6
ART008,2023-08-01,16
ART010,2023-08-01,8
ART011,2023-08-01,3
ART012,2023-08-01,24
ART015,2023-08-01,15
ART018,2023-08-01,18
MED003,2023-08-01,55
MED004,2023-08-01,21
MED005,2023-08-01,26
MED006,2023-08-01,44
MED007,2023-08-01,10
MED008,2023-08-01,8
MED009,2023-08-01,25
MED010,2023-08-01,27
MED011,2023-08-01,31
MED015,2023-08-01,21
MED016,2023-08-01,10
MED017,2023-08-01,28
MED018,2023-08-01,11
MED019,2023-08-01,14
MED023,2023-08-01,25
MED024,2023-08-01,15
MED026,2023-08-01,3
MED028,2023-08-01,1
PH201,2023-08-01,41
PH202,2023-08-01,41
PH203,2023-08-01,16
PH204,2023-08-01,4
PH205,2023-08-01,13
PH206,2023-08-01,7
PH207,2023-08-01,6
PH210,2023-08-01,2
PH212,2023-08-01,1
PH221,2023-08-01,12
PH223,2023-08-01,3
PH234,2023-08-01,20
ART001,2023-08-02,15
ART002,2023-08-02,27
ART003,2023-08-02,58
ART005,2023-08-02,44
ART009,2023-08-02,35
ART010,2023-08-02,6
ART013,2023-08-02,24
ART014,2023-08-02,6
ART017,2023-08-02,1
ART025,2023-08-02,10
ART032,2023-08-02,6
MED002,2023-08-02,22
MED003,2023-08-02,62
MED005,2023-08-02,31
MED006,2023-08-02,31
MED007,2023-08-02,9
MED008,2023-08-02,9
MED009,2023-08-02,34
MED010,2023-08-02,31
MED011,2023-08-02,24
MED012,2023-08-02,53
MED013,2023-08-02,3
MED015,2023-08-02,13
MED018,2023-08-02,2
MED019,2023-08-02,14
MED020,2023-08-02,13
MED022,2023-08-02,16
MED024,2023-08-02,17
MED037,2023-08-02,1
PH201,2023-08-02,28
PH202,2023-08-02,37
PH203,2023-08-02,22
PH205,2023-08-02,11
PH207,2023-08-02,7
PH209,2023-08-02,3
PH211,2023-08-02,2
PH213,2023-08-02,2
PH217,2023-08-02,6
PH219,2023-08-02,2
PH221,2023-08-02,3
PH234,2023-08-02,25
ART001,2023-08-03,11
ART002,2023-08-03,28
ART003,2023-08-03,56
ART005,2023-08-03,23
ART006,2023-08-03,11
ART008,2023-08-03,25
ART010,2023-08-03,4
ART011,2023-08-03,14
ART013,2023-08-03,21
ART015,2023-08-03,11
ART016,2023-08-03,2
ART030,2023-08-03,3
ART035,2023-08-03,7
MED001,2023-08-03,44
MED002,2023-08-03,26
MED003,2023-08-03,25
MED006,2023-08-03,32
MED007,2023-08-03,23
MED008,2023-08-03,15
MED009,2023-08-03,31
MED010,2023-08-03,38
MED011,2023-08-03,24
MED012,2023-08-03,44
MED013,2023-08-03,8
MED014,2023-08-03,22
MED016,2023-08-03,12
MED017,2023-08-03,3
MED018,2023-08-03,4
MED019,2023-08-03,37
MED020,2023-08-03,15
MED021,2023-08-03,9
MED023,2023-08-03,14
MED024,2023-08-03,22
MED026,2023-08-03,10
MED030,2023-08-03,1
MED034,2023-08-03,4
PH201,2023-08-03,40
PH202,2023-08-03,27
PH204,2023-08-03,12
PH205,2023-08-03,3
PH206,2023-08-03,23
PH207,2023-08-03,2
PH208,2023-08-03,11
PH209,2023-08-03,4
PH216,2023-08-03,2
ART001,2023-08-04,19
ART002,2023-08-04,24
ART003,2023-08-04,57
ART004,2023-08-04,46
ART005,2023-08-04,26
ART006,2023-08-04,7
ART008,2023-08-04,24
ART010,2023-08-04,1
ART012,2023-08-04,11
ART014,2023-08-04,10
ART016,2023-08-04,3
MED001,2023-08-04,41
MED002,2023-08-04,30
MED004,2023-08-04,30
MED005,2023-08-04,30
MED007,2023-08-04,11
MED009,2023-08-04,26
MED010,2023-08-04,65
MED011,2023-08-04,52
MED012,2023-08-04,34
MED013,2023-08-04,10
MED014,2023-08-04,28
MED015,2023-08-04,6
MED016,2023-08-04,13
MED017,2023-08-04,8
MED018,2023-08-04,9
MED020,2023-08-04,12
MED022,2023-08-04,3
MED024,2023-08-04,13
MED027,2023-08-04,6
MED032,2023-08-04,3
PH201,2023-08-04,40
PH203,2023-08-04,22
PH206,2023-08-04,8
PH216,2023-08-04,4
PH234,2023-08-04,21
ART001,2023-08-05,10
ART002,2023-08-05,9
ART003,2023-08-05,29
ART004,2023-08-05,15
ART005,2023-08-05,12
ART007,2023-08-05,9
ART008,2023-08-05,11
ART009,2023-08-05,9
ART010,2023-08-05,4
ART011,2023-08-05,2
ART012,2023-08-05,8
ART013,2023-08-05,5
ART014,2023-08-05,4
ART015,2023-08-05,4
ART035,2023-08-05,1
MED001,2023-08-05,35
MED002,2023-08-05,22
MED003,2023-08-05,27
MED004,2023-08-05,42
MED005,2023-08-05,27
MED007,2023-08-05,19
MED009,2023-08-05,14
MED010,2023-08-05,35
MED012,2023-08-05,12
MED013,2023-08-05,5
MED015,2023-08-05,26
MED016,2023-08-05,11
MED018,2023-08-05,3
MED019,2023-08-05,5
MED020,2023-08-05,2
MED021,2023-08-05,8
MED024,2023-08-05,5
MED026,2023-08-05,7
MED029,2023-08-05,1
MED038,2023-08-05,1
PH201,2023-08-05,42
PH202,2023-08-05,46
PH203,2023-08-05,10
PH204,2023-08-05,21
PH205,2023-08-05,7
PH206,2023-08-05,7
PH207,2023-08-05,11
PH208,2023-08-05,6
PH211,2023-08-05,1
PH218,2023-08-05,8
PH219,2023-08-05,1
PH221,2023-08-05,3
PH234,2023-08-05,29
ART001,2023-08-06,2
ART002,2023-08-06,12
ART003,2023-08-06,14
ART004,2023-08-06,18
ART005,2023-08-06,7
ART006,2023-08-06,3
ART008,2023-08-06,4
ART010,2023-08-06,2
ART012,2023-08-06,7
ART016,2023-08-06,1
ART018,2023-08-06,1
ART022,2023-08-06,2
ART023,2023-08-06,3
ART025,2023-08-06,1
ART035,2023-08-06,2
MED002,2023-08-06,17
MED005,2023-08-06,20
MED007,2023-08-06,17
MED008,2023-08-06,12
MED010,2023-08-06,25
MED013,2023-08-06,5
MED014,2023-08-06,12
MED015,2023-08-06,12
MED016,2023-08-06,7
MED018,2023-08-06,5
MED019,2023-08-06,25
MED020,2023-08-06,12
MED022,2023-08-06,7
MED024,2023-08-06,18
MED025,2023-08-06,2
MED027,2023-08-06,1
PH201,2023-08-06,48
PH202,2023-08-06,35
PH203,2023-08-06,16
PH206,2023-08-06,10
PH207,2023-08-06,18
PH208,2023-08-06,9
PH213,2023-08-06,5
PH217,2023-08-06,1
PH219,2023-08-06,1
PH223,2023-08-06,1
ART001,2023-08-07,30
ART002,2023-08-07,49
ART003,2023-08-07,52
ART004,2023-08-07,61
ART005,2023-08-07,29
ART007,2023-08-07,9
ART008,2023-08-07,25
ART009,2023-08-07,19
ART010,2023-08-07,7
ART017,2023-08-07,6
ART018,2023-08-07,1
ART019,2023-08-07,5
ART023,2023-08-07,14
ART031,2023-08-07,3
MED001,2023-08-07,47
MED002,2023-08-07,11
MED003,2023-08-07,49
MED005,2023-08-07,48
MED006,2023-08-07,38
MED007,2023-08-07,10
MED008,2023-08-07,23
MED010,2023-08-07,17
MED011,2023-08-07,26
MED012,2023-08-07,43
MED016,2023-08-07,13
MED017,2023-08-07,16
MED019,2023-08-07,25
MED020,2023-08-07,19
MED023,2023-08-07,17
MED024,2023-08-07,27
MED025,2023-08-07,13
MED026,2023-08-07,12
MED031,2023-08-07,2
MED032,2023-08-07,7
PH201,2023-08-07,53
PH203,2023-08-07,20
PH209,2023-08-07,2
PH212,2023-08-07,3
PH216,2023-08-07,1
PH217,2023-08-07,7
PH218,2023-08-07,4
PH222,2023-08-07,6
PH223,2023-08-07,2
ART001,2023-08-08,31
ART002,2023-08-08,26
ART003,2023-08-08,40
ART004,2023-08-08,46
ART005,2023-08-08,30
ART006,2023-08-08,8
ART007,2023-08-08,10
ART010,2023-08-08,9
ART011,2023-08-08,13
ART012,2023-08-08,10
ART014,2023-08-08,15
ART015,2023-08-08,5
ART018,2023-08-08,9
ART019,2023-08-08,1
ART023,2023-08-08,2
ART025,2023-08-08,8
ART034,2023-08-08,1
MED001,2023-08-08,51
MED002,2023-08-08,23
MED003,2023-08-08,55
MED005,2023-08-08,41
MED006,2023-08-08,16
MED007,2023-08-08,16
MED008,2023-08-08,6
MED009,2023-08-08,23
MED010,2023-08-08,35
MED011,2023-08-08,22
